0.5
0.4
0.39269908169872414
a0	-0.3	-2.356194490192345	1	0	0.9567085809127246	-2.3096988312782165	5.105088062083414	(0, -1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	1	1.7677669529663689	-1.7677669529663687	5.497787143782138	(0, -1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	2	2.3096988312782165	-0.9567085809127244	5.890486225480862	(0, -1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	3	2.5	0.0	0.0	(1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	4	2.3096988312782165	0.9567085809127244	0.39269908169872414	(0, 1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	5	1.7677669529663689	1.7677669529663687	0.7853981633974483	(0, 1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	6	0.9567085809127246	2.3096988312782165	1.1780972450961724	(0, 1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	1	7	1.5308084989341913e-16	2.5	1.5707963267948966	(0, 1) (0, 0)
a0	-0.3	-2.356194490192345	1	8	-0.9567085809127243	2.3096988312782165	1.9634954084936207	(0, 1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	9	-1.7677669529663687	1.7677669529663689	2.356194490192345	(0, 1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	10	-2.3096988312782165	0.9567085809127247	2.748893571891069	(0, 1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	11	-2.5	1.4163847244119948e-15	3.1415926535897927	(0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	12	-2.309698831278217	-0.9567085809127241	3.5342917352885173	(0, -1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	13	-1.7677669529663682	-1.767766952966369	3.926990816987242	(0, -1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	14	-0.9567085809127258	-2.309698831278216	4.319689898685965	(0, -1) (0, 0) (-1, 0)
a0	-0.3	-2.356194490192345	1	15	-4.592425496802574e-16	-2.5	4.71238898038469	(0, -1) (0, 0)
a0	-0.3	-2.356194490192345	1	16	0.9567085809127249	-2.3096988312782165	5.105088062083414	(0, -1) (1, 0) (0, 0)
a0	-0.3	-2.356194490192345	3	0	2.487442310373084	-6.005216961323364	5.105088062083414	(2, -3) (0, 0) (-3, -3) (2, -2) (2, -1) (-2, -3) (2, 0) (-1, -4) (-2, -4) (1, -4) (1, -3) (1, 0) (0, -4)
a0	-0.3	-2.356194490192345	3	1	4.596194077712559	-4.596194077712559	5.497787143782138	(2, -3) (0, 0) (3, 0) (2, -2) (3, -1) (3, -2) (2, 0) (-1, -4) (1, -4) (1, 0) (0, -4)
a0	-0.3	-2.356194490192345	3	2	6.005216961323364	-2.4874423103730834	5.890486225480862	(2, -3) (0, 0) (0, -5) (2, -4) (3, 0) (2, 1) (3, -1) (3, -2) (2, 0) (1, -4) (3, -3) (1, 0) (1, 1) (0, -4)
